('80a00cb9-db78-45ee-b738-45d227c22165_cologne_000005_000019', {'poly_id': 'cologne_000005_000019_22', 'color_shift': 73, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('9dd3088a-e949-4f1a-8e9f-1181ab524e15_weimar_000141_000019', {'bg_id': 'weimar_000141_000019_1', 'add_id': 'cologne_000125_000019_27', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('ce6e6e28-d369-4029-a2b9-4c2f26f12462_tubingen_000082_000019', {'bg_id': 'tubingen_000082_000019_0', 'add_id': 'bremen_000120_000019_18', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('62186d8e-8f40-4daa-9a6f-a9ddb50bbbec_weimar_000107_000019', {'bg_id': 'weimar_000107_000019_0', 'add_id': 'hamburg_000000_073758_83', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('d7fe02a6-23c0-402c-8373-602fd393bb80_frankfurt_000000_011461', {'bg_id': 'frankfurt_000000_011461_0', 'add_id': 'aachen_000116_000019_31', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('97f41218-1283-4c9b-8406-9a508635962e_stuttgart_000018_000019', {'bg_id': 'stuttgart_000018_000019_5', 'add_id': 'hanover_000000_042255_67', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('6500d940-c3e6-4610-b58c-1a44a360c86e_strasbourg_000001_008771', {'bg_id': 'strasbourg_000001_008771_0', 'add_id': 'erfurt_000057_000019_35', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('c867b8df-786e-4a78-8c87-9579d7223caa_hanover_000000_035491', {'bg_id': 'hanover_000000_035491_0', 'add_id': 'hanover_000000_026183_108', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('826bc8ba-ddea-4c32-808d-be5e84833447_weimar_000090_000019', {'bg_id': 'weimar_000090_000019_0', 'add_id': 'zurich_000003_000019_40', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('35e8f6a6-e04b-4970-bda9-ddf4d89c99f7_bochum_000000_026056', {'bg_id': 'bochum_000000_026056_0', 'add_id': 'krefeld_000000_003937_62', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('e2fb186f-36b7-4c70-beb3-2780c74c35ad_frankfurt_000001_010830', {'bg_id': 'frankfurt_000001_010830_1', 'add_id': 'frankfurt_000001_055603_99', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7294ea63-ace2-4f58-99ab-b73bf8be75e2_strasbourg_000001_055273', {'bg_id': 'strasbourg_000001_055273_5', 'add_id': 'ulm_000016_000019_44', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('b11823b9-5f5a-4e71-bda1-70e2aff99bd9_strasbourg_000001_005876', {'bg_id': 'strasbourg_000001_005876_0', 'add_id': 'hamburg_000000_054555_77', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('fa0e3c14-624e-40e1-ad5d-72cc8f3c0e1e_bremen_000119_000019', {'bg_id': 'bremen_000119_000019_0', 'add_id': 'frankfurt_000001_023769_51', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('4a8a643d-7096-40cd-b8ab-506b8fa0c28c_jena_000104_000019', {'bg_id': 'jena_000104_000019_1', 'add_id': 'strasbourg_000000_014066_43', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('112d982e-3b09-4bd7-a55d-7bbb8a77d9c0_jena_000096_000019', {'bg_id': 'jena_000096_000019_1', 'add_id': 'darmstadt_000028_000019_65', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('529487b6-b60c-47db-8ac5-02c26d64e337_aachen_000148_000019', {'bg_id': 'aachen_000148_000019_1', 'add_id': 'stuttgart_000169_000019_91', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('fc0c3415-2995-4eb6-96af-1718a94edd73_strasbourg_000000_009619', {'bg_id': 'strasbourg_000000_009619_0', 'add_id': 'frankfurt_000001_055306_49', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('6394ffed-94cb-4507-863f-0e39e77a3d26_monchengladbach_000000_033683', {'bg_id': 'monchengladbach_000000_033683_1', 'add_id': 'cologne_000121_000019_70', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('f9eec071-b83d-4cd7-804f-fd093e8d01ec_stuttgart_000186_000019', {'bg_id': 'stuttgart_000186_000019_1', 'add_id': 'bremen_000100_000019_26', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('c2082e51-6cb4-4ea4-a90f-ad3b0b4327bb_tubingen_000039_000019', {'bg_id': 'tubingen_000039_000019_2', 'add_id': 'erfurt_000075_000019_25', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('b81c0d82-9022-4442-830a-33c5742fe7b7_hanover_000000_010553', {'bg_id': 'hanover_000000_010553_0', 'add_id': 'munster_000145_000019_41', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('380818fa-a915-488e-bf64-a057091c44c5_lindau_000026_000019', {'bg_id': 'lindau_000026_000019_2', 'add_id': 'stuttgart_000149_000019_41', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('bfe2656b-8afc-45a6-a722-c9c168317077_zurich_000068_000019', {'bg_id': 'zurich_000068_000019_1', 'add_id': 'strasbourg_000001_018155_44', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('6bc011c5-80cb-4bfb-9433-36db172120a6_bremen_000251_000019', {'bg_id': 'bremen_000251_000019_0', 'add_id': 'cologne_000022_000019_51', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('eb8eba0b-53a1-4f39-81bf-789054e3a715_hamburg_000000_054029', {'bg_id': 'hamburg_000000_054029_5', 'add_id': 'frankfurt_000001_057954_18', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('4ce09a2d-21b2-42cb-a89b-af2affb3cb4f_cologne_000092_000019', {'bg_id': 'cologne_000092_000019_3', 'add_id': 'zurich_000005_000019_39', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('3f351ebc-a770-4434-927a-760b34a54524_hanover_000000_027390', {'bg_id': 'hanover_000000_027390_0', 'add_id': 'hamburg_000000_103541_133', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('567ab953-7d17-4b0c-b353-dd2f6caa16be_dusseldorf_000052_000019', {'bg_id': 'dusseldorf_000052_000019_1', 'add_id': 'jena_000062_000019_22', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('4a2a8ab3-8a55-4339-93e6-f953da47e28d_tubingen_000036_000019', {'bg_id': 'tubingen_000036_000019_2', 'add_id': 'frankfurt_000001_021406_65', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('c4f9591b-9b71-43bf-a77b-90b934730af9_hamburg_000000_000042', {'bg_id': 'hamburg_000000_000042_0', 'add_id': 'cologne_000076_000019_51', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('a658816e-64ce-42ea-ae84-d4440a9738c9_bochum_000000_001097', {'bg_id': 'bochum_000000_001097_2', 'add_id': 'aachen_000069_000019_27', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('884dfa3f-39ed-4e57-ac67-2f4d6136379c_tubingen_000127_000019', {'bg_id': 'tubingen_000127_000019_1', 'add_id': 'aachen_000120_000019_70', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('29dc3ae0-f081-4a23-9031-a3a024c53677_cologne_000081_000019', {'bg_id': 'cologne_000081_000019_13', 'add_id': 'hamburg_000000_088939_33', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('368fc8ca-b86e-452d-bd30-ddc787c0f5a4_dusseldorf_000185_000019', {'bg_id': 'dusseldorf_000185_000019_0', 'add_id': 'hamburg_000000_047108_19', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('49b25773-6978-403f-b614-ed6e7312449e_hanover_000000_045004', {'bg_id': 'hanover_000000_045004_9', 'add_id': 'darmstadt_000056_000019_56', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('22a44fba-6b0f-404f-9627-f68270638853_bremen_000100_000019', {'bg_id': 'bremen_000100_000019_2', 'add_id': 'frankfurt_000001_055306_48', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('1433fac6-03ee-4480-8375-2f1752677df2_bremen_000051_000019', {'bg_id': 'bremen_000051_000019_1', 'add_id': 'hamburg_000000_044747_69', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('cfbe1730-29c2-4a3e-b8a4-429f4cd02f2a_dusseldorf_000094_000019', {'bg_id': 'dusseldorf_000094_000019_1', 'add_id': 'strasbourg_000001_001722_28', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('6186a046-6981-4e07-a770-832a5d5148bc_munster_000008_000019', {'bg_id': 'munster_000008_000019_1', 'add_id': 'aachen_000018_000019_50', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('e4eb1843-5dd4-48ce-88df-a203369cc85c_monchengladbach_000000_033683', {'bg_id': 'monchengladbach_000000_033683_1', 'add_id': 'zurich_000064_000019_38', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('3d5c2e2b-8812-464e-bb0f-a7a3fb85a06d_ulm_000042_000019', {'bg_id': 'ulm_000042_000019_7', 'add_id': 'aachen_000031_000019_57', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('4eda7079-5e6e-4a73-b2dc-b6cd49a876ff_bremen_000081_000019', {'bg_id': 'bremen_000081_000019_1', 'add_id': 'munster_000062_000019_95', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('2da7b9c1-2f23-4e8a-8180-884a6ab16dbe_dusseldorf_000151_000019', {'bg_id': 'dusseldorf_000151_000019_0', 'add_id': 'strasbourg_000000_013944_130', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('b03788ee-a9b0-4c55-b6d4-be5445dbeed8_monchengladbach_000000_029526', {'bg_id': 'monchengladbach_000000_029526_3', 'add_id': 'krefeld_000000_032614_31', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('0f6d4fb7-1561-4d9f-8f07-db0c5eed8112_hanover_000000_006922', {'bg_id': 'hanover_000000_006922_1', 'add_id': 'strasbourg_000001_052198_39', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('1bb0834d-df99-475e-bc50-fa4655d3baf0_stuttgart_000123_000019', {'bg_id': 'stuttgart_000123_000019_2', 'add_id': 'cologne_000108_000019_30', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7bf781d0-bc7c-450d-bdcf-4d2356831018_bochum_000000_008804', {'bg_id': 'bochum_000000_008804_0', 'add_id': 'aachen_000113_000019_24', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('89f66d6c-b878-41cc-8d26-057f4ddbc8b8_hanover_000000_051536', {'bg_id': 'hanover_000000_051536_2', 'add_id': 'erfurt_000102_000019_72', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('a0aca17d-cb9b-491f-9e0b-ad014aab83ac_cologne_000011_000019', {'bg_id': 'cologne_000011_000019_9', 'add_id': 'aachen_000107_000019_68', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7e6995ea-4af0-4a95-8e63-399089dbc266_bochum_000000_001519', {'bg_id': 'bochum_000000_001519_3', 'add_id': 'frankfurt_000001_038645_120', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('1b8125a8-0631-48c7-9328-1ffc4856e12c_jena_000108_000019', {'bg_id': 'jena_000108_000019_2', 'add_id': 'aachen_000017_000019_72', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('5c1f1a5a-6fd8-4cae-8838-0cdb7ddebf7e_krefeld_000000_003707', {'bg_id': 'krefeld_000000_003707_1', 'add_id': 'jena_000082_000019_44', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7576d6bc-a5df-42d1-bd70-7d9a4829a0e8_weimar_000120_000019', {'bg_id': 'weimar_000120_000019_2', 'add_id': 'frankfurt_000001_062396_18', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('c25f6556-1bf5-4c35-972e-9933e869ae61_cologne_000011_000019', {'bg_id': 'cologne_000011_000019_9', 'add_id': 'zurich_000062_000019_24', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('b032ba34-68d0-4855-af22-9bfc18695b46_hamburg_000000_039264', {'bg_id': 'hamburg_000000_039264_0', 'add_id': 'cologne_000135_000019_30', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('cfa9b072-50e0-419b-94e6-c4a14d545800_aachen_000007_000019', {'bg_id': 'aachen_000007_000019_5', 'add_id': 'frankfurt_000001_062793_133', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('77284ffb-0270-4506-a9b7-975b0cd2f6b2_weimar_000069_000019', {'bg_id': 'weimar_000069_000019_2', 'add_id': 'cologne_000123_000019_47', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('37c1a593-78f2-4901-8e26-f10cbd1fdc32_weimar_000043_000019', {'bg_id': 'weimar_000043_000019_6', 'add_id': 'bremen_000067_000019_93', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('3348f066-4925-4b6b-87fd-b689cff76d27_hamburg_000000_085982', {'bg_id': 'hamburg_000000_085982_1', 'add_id': 'frankfurt_000000_001236_85', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('4ec710f3-be7e-44b2-9d0a-d601a9aba10b_ulm_000070_000019', {'bg_id': 'ulm_000070_000019_20', 'add_id': 'hanover_000000_040133_16', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('39c83f67-f7a5-41b8-b373-ad99cd3ffaae_strasbourg_000000_028628', {'bg_id': 'strasbourg_000000_028628_3', 'add_id': 'bremen_000098_000019_83', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('5c7fc2f2-5c82-4774-86dd-26681e19d9ad_bremen_000195_000019', {'bg_id': 'bremen_000195_000019_0', 'add_id': 'weimar_000073_000019_53', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('b421316a-8024-45a6-bee9-c0c38bc776a6_cologne_000088_000019', {'bg_id': 'cologne_000088_000019_4', 'add_id': 'hamburg_000000_100300_61', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('0f88afa1-a777-4265-9063-48ab36647c7d_dusseldorf_000096_000019', {'bg_id': 'dusseldorf_000096_000019_1', 'add_id': 'hamburg_000000_053486_55', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('8e9d7b91-ceac-4cfa-954f-a7a11ccdca64_hamburg_000000_014030', {'bg_id': 'hamburg_000000_014030_3', 'add_id': 'cologne_000127_000019_20', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('da33f759-aaf8-4e72-a4e6-75c46d883b5f_krefeld_000000_020033', {'bg_id': 'krefeld_000000_020033_2', 'add_id': 'jena_000028_000019_49', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('a1836e11-de34-41ac-a8ae-78ef7d687428_strasbourg_000001_013914', {'bg_id': 'strasbourg_000001_013914_2', 'add_id': 'hamburg_000000_039420_107', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('2c2ba9e3-688f-4021-9ce8-46f3b84b77f9_dusseldorf_000153_000019', {'bg_id': 'dusseldorf_000153_000019_0', 'add_id': 'krefeld_000000_004447_58', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('3d7e5400-fa0c-4fd2-b65d-178d93efce86_dusseldorf_000176_000019', {'bg_id': 'dusseldorf_000176_000019_0', 'add_id': 'krefeld_000000_027954_8', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('a06d3fa1-1376-4ef4-8415-3e03bb5e72ef_strasbourg_000000_025907', {'bg_id': 'strasbourg_000000_025907_3', 'add_id': 'weimar_000082_000019_31', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('6c20e87f-bc3a-4212-b2db-eba03d5d0061_aachen_000114_000019', {'bg_id': 'aachen_000114_000019_1', 'add_id': 'aachen_000020_000019_49', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('47041a39-bb8e-434a-85ed-36665a90ed04_strasbourg_000000_025772', {'bg_id': 'strasbourg_000000_025772_1', 'add_id': 'weimar_000033_000019_62', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('f099fd21-f241-4256-84c1-d2dc9a756ae4_weimar_000063_000019', {'bg_id': 'weimar_000063_000019_1', 'add_id': 'darmstadt_000028_000019_65', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('c5f49a11-4a87-4a8c-bc8f-54098e118b6a_dusseldorf_000126_000019', {'bg_id': 'dusseldorf_000126_000019_1', 'add_id': 'hamburg_000000_044747_67', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('e7bcf884-7475-4fca-87ca-4ef23d904281_jena_000115_000019', {'bg_id': 'jena_000115_000019_0', 'add_id': 'munster_000043_000019_36', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7b0d7c16-d576-410d-80a8-5fb52e873bb9_cologne_000152_000019', {'bg_id': 'cologne_000152_000019_1', 'add_id': 'jena_000079_000019_6', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('d6032e98-4630-4a82-8938-5259b2ee160c_hanover_000000_041232', {'bg_id': 'hanover_000000_041232_0', 'add_id': 'jena_000043_000019_62', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('d89014e4-ff4c-4791-8e90-d31e87749392_zurich_000031_000019', {'bg_id': 'zurich_000031_000019_0', 'add_id': 'stuttgart_000074_000019_52', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('79eb5079-33ca-4ccb-9665-bf176dd3df15_tubingen_000045_000019', {'bg_id': 'tubingen_000045_000019_1', 'add_id': 'aachen_000114_000019_22', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7424c727-8565-48b5-865a-37d9321f892f_bremen_000171_000019', {'bg_id': 'bremen_000171_000019_0', 'add_id': 'cologne_000071_000019_66', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('fafb05c8-c38f-40c1-805f-10b1957a3858_erfurt_000011_000019', {'bg_id': 'erfurt_000011_000019_1', 'add_id': 'monchengladbach_000000_019500_24', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('fe20f4d8-5d84-442c-aa84-65fff0a7f084_monchengladbach_000000_018294', {'bg_id': 'monchengladbach_000000_018294_1', 'add_id': 'jena_000059_000019_47', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('be966949-9191-4265-9949-f3309111b0e8_munster_000056_000019', {'bg_id': 'munster_000056_000019_2', 'add_id': 'weimar_000105_000019_13', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('bb5c2381-1d1e-46db-b909-9b1625a792b9_stuttgart_000125_000019', {'bg_id': 'stuttgart_000125_000019_4', 'add_id': 'darmstadt_000055_000019_39', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('706fd1e9-4c60-4452-9fcf-749296c4baa0_monchengladbach_000000_034930', {'bg_id': 'monchengladbach_000000_034930_1', 'add_id': 'frankfurt_000001_051807_40', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7ba143ca-c7f5-4057-a0c0-43ced1960213_cologne_000002_000019', {'bg_id': 'cologne_000002_000019_4', 'add_id': 'erfurt_000076_000019_50', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('afdfbab9-f0ed-441a-b6d5-5e6a797c71e2_zurich_000015_000019', {'bg_id': 'zurich_000015_000019_0', 'add_id': 'zurich_000119_000019_45', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('c7632495-42fd-419f-bbf5-e51ecc315a1f_cologne_000123_000019', {'bg_id': 'cologne_000123_000019_3', 'add_id': 'cologne_000027_000019_81', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('4ca3354a-dc78-4d3b-abb9-4fcde451083f_jena_000069_000019', {'bg_id': 'jena_000069_000019_2', 'add_id': 'cologne_000123_000019_34', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('41f7efa7-9cfb-4244-adf5-f1d083a2856a_hanover_000000_011971', {'bg_id': 'hanover_000000_011971_4', 'add_id': 'strasbourg_000001_041215_17', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('dea8ef23-3961-4dfe-ab75-cc783e16bc21_bremen_000005_000019', {'bg_id': 'bremen_000005_000019_0', 'add_id': 'darmstadt_000045_000019_67', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('cb1f44ff-d836-4595-8217-8dc8e7b01b0a_munster_000119_000019', {'bg_id': 'munster_000119_000019_3', 'add_id': 'krefeld_000000_034156_49', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('af0d486e-ff41-4cab-9d75-c6e71e56a05d_bochum_000000_002293', {'bg_id': 'bochum_000000_002293_1', 'add_id': 'darmstadt_000068_000019_57', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('61879eed-40c0-494b-b88f-faddaf087fe5_hanover_000000_000381', {'bg_id': 'hanover_000000_000381_4', 'add_id': 'zurich_000059_000019_46', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('01d0a2ee-8162-4daf-baa7-0e37f2a2c397_erfurt_000087_000019', {'bg_id': 'erfurt_000087_000019_12', 'add_id': 'aachen_000017_000019_65', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7896b6b1-68d4-49c5-ba86-e963a5c8894a_bremen_000254_000019', {'bg_id': 'bremen_000254_000019_1', 'add_id': 'cologne_000134_000019_77', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('b98b48b2-0d69-4df1-893f-63ccca45aa12_zurich_000030_000019', {'bg_id': 'zurich_000030_000019_0', 'add_id': 'bremen_000071_000019_21', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('1883f368-398e-4f5e-8582-936903491a6e_stuttgart_000012_000019', {'bg_id': 'stuttgart_000012_000019_1', 'add_id': 'weimar_000031_000019_27', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('15d45a1f-7e16-4f15-bda5-90aba0ee6755_bremen_000281_000019', {'bg_id': 'bremen_000281_000019_1', 'add_id': 'hamburg_000000_039546_112', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('981e68c6-3823-43f5-a36f-d523a30299b4_frankfurt_000001_028335', {'bg_id': 'frankfurt_000001_028335_5', 'add_id': 'frankfurt_000001_012738_43', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('241b0fb0-6534-40fa-bd5b-57e18e008c0a_hanover_000000_020655', {'bg_id': 'hanover_000000_020655_3', 'add_id': 'strasbourg_000001_047702_78', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('21b06f10-e6ee-4ce7-bf72-8f1296033d26_bochum_000000_023174', {'bg_id': 'bochum_000000_023174_1', 'add_id': 'cologne_000022_000019_54', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7837cf01-0cd0-454d-b0aa-7b2273a8a860_zurich_000030_000019', {'bg_id': 'zurich_000030_000019_0', 'add_id': 'strasbourg_000000_029400_45', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('73ec1ccc-a0c6-4a28-923c-5ff9dc48c596_erfurt_000084_000019', {'bg_id': 'erfurt_000084_000019_1', 'add_id': 'ulm_000024_000019_74', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('9b84c6fd-a330-4719-ae4a-5721d6e68ebf_frankfurt_000001_009058', {'bg_id': 'frankfurt_000001_009058_2', 'add_id': 'bremen_000252_000019_58', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7de4fec1-ee9e-4027-8826-0beca56f328a_munster_000062_000019', {'bg_id': 'munster_000062_000019_2', 'add_id': 'darmstadt_000054_000019_38', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('fd3cc697-0807-4c20-8950-bf788531d484_strasbourg_000001_009471', {'bg_id': 'strasbourg_000001_009471_4', 'add_id': 'strasbourg_000000_029839_56', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('9d96e830-871e-42d3-a1fd-82e1da052364_monchengladbach_000000_026305', {'bg_id': 'monchengladbach_000000_026305_4', 'add_id': 'frankfurt_000001_046779_52', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('45f40fc3-4812-4f22-a83e-fd252b3ba544_hanover_000000_057532', {'bg_id': 'hanover_000000_057532_5', 'add_id': 'tubingen_000107_000019_29', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('9f436ba3-676b-42aa-bfff-da55981d80c1_ulm_000058_000019', {'bg_id': 'ulm_000058_000019_5', 'add_id': 'stuttgart_000017_000019_42', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('f897177d-c14f-4d5b-afbc-35755fab54ea_cologne_000027_000019', {'bg_id': 'cologne_000027_000019_1', 'add_id': 'cologne_000032_000019_79', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('ea420fee-18f0-4874-a551-e731dd13bcf8_strasbourg_000000_033838', {'bg_id': 'strasbourg_000000_033838_55', 'add_id': 'tubingen_000053_000019_36', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('41933a0c-aa26-4a05-bb0c-c10ad14a207c_ulm_000084_000019', {'bg_id': 'ulm_000084_000019_2', 'add_id': 'zurich_000063_000019_22', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('86d19a73-c91f-4e0a-aa56-7e8859ea7a41_ulm_000065_000019', {'bg_id': 'ulm_000065_000019_7', 'add_id': 'strasbourg_000000_016311_43', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('90fd52dd-04bb-4fa4-a23a-ec0120281cd0_frankfurt_000001_032711', {'bg_id': 'frankfurt_000001_032711_0', 'add_id': 'strasbourg_000001_052050_95', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('34ef14f8-bc1e-4a70-80f4-30d5224cf5e6_bremen_000144_000019', {'bg_id': 'bremen_000144_000019_1', 'add_id': 'strasbourg_000000_015602_51', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('771b789f-8426-4ae0-9633-bd05fe9ea7e7_munster_000140_000019', {'bg_id': 'munster_000140_000019_2', 'add_id': 'strasbourg_000001_018155_40', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
